  1 ,13696 ,12:21:28 
,  1 ,13311 ,12:31:22 
,  1 ,14665 ,12:41:17 
,  1 ,15707 ,12:51:12 
,  1 ,15310 ,13:01:07 
,  1 ,16050 ,13:11:02 
,  1 ,16089 ,13:20:57 
,  1 ,16422 ,13:30:52 
,  1 ,18085 ,13:40:47 
,  1 ,18660 ,13:50:43 
,  1 ,19083 ,14:00:38 
,  1 ,19629 ,14:10:33 
,  1 ,20452 ,14:20:29 
,  1 ,21086 ,14:30:24 
,  1 ,21033 ,14:40:20 
,  1 ,21233 ,14:50:15 
,  1 ,21924 ,15:00:10 
,  1 ,21064 ,15:10:05 
,  1 ,21974 ,15:20:01 
,  1 ,22304 ,15:29:56 
,  1 ,23365 ,15:39:51 
,  1 ,23814 ,15:49:47 
,  1 ,22503 ,15:59:42 
,  1 ,20000 ,16:09:38 
,  1 ,21462 ,16:19:33 
,  1 ,22031 ,16:29:28 
,  1 ,22522 ,16:39:24 
,  1 ,23100 ,16:49:19 
,  1 ,22586 ,16:59:14 
,  1 ,24018 ,17:09:10 
,  1 ,24439 ,17:19:05 
,  1 ,22777 ,17:29:00 
,  1 ,23735 ,17:38:55 
,  1 ,23553 ,17:48:51 
,  1 ,22569 ,17:58:46 
,  1 ,22093 ,18:08:42 
,  1 ,21348 ,18:18:37 
,  1 ,22844 ,18:28:32 
,  1 ,23215 ,18:38:28 
,  1 ,22675 ,18:48:23 
,  1 ,23483 ,18:58:19 
,  1 ,23604 ,19:08:14 
,  1 ,22470 ,19:18:09 
,  1 ,22803 ,19:28:05 
,  1 ,22779 ,19:38:00 
,  1 ,22694 ,19:47:55 
,  1 ,22237 ,19:57:51 
,  1 ,21029 ,20:07:46 
,  1 ,21574 ,20:17:41 
,  1 ,21797 ,20:27:37 
,  1 ,22009 ,20:37:32 
,  1 ,21715 ,20:47:28 
,  1 ,21649 ,20:57:23 
,  1 ,21425 ,21:07:18 
,  1 ,20760 ,21:17:14 
,  1 ,20391 ,21:27:09 
,  1 ,20939 ,21:37:04 
,  1 ,20178 ,21:47:00 
,  1 ,19035 ,21:56:55 
,  1 ,19579 ,22:06:50 
,  1 ,19201 ,22:16:46 
,  1 ,20508 ,22:26:41 
,  1 ,17153 ,22:36:36 
,  1 ,17020 ,22:46:31 
,  1 ,18667 ,22:56:27 
,  1 ,18647 ,23:06:22 
,  1 ,17269 ,23:16:18 
,  1 ,17282 ,23:26:13 
,  1 ,17703 ,23:36:08 
,  1 ,17952 ,23:46:04 
,  1 ,17861 ,23:55:59 
,  1 ,17769 ,00:05:55 
,  1 ,17168 ,00:15:50 
,  1 ,17406 ,00:25:45 
,  1 ,17281 ,00:35:41 
,  1 ,16972 ,00:45:36 
,  1 ,16982 ,00:55:31 
,  1 ,15792 ,01:05:26 
,  1 ,16323 ,01:15:22 
,  1 ,16740 ,01:25:17 
,  1 ,15590 ,01:35:13 
,  1 ,15921 ,01:45:08 
,  1 ,16075 ,01:55:03 
,  1 ,16285 ,02:04:59 
,  1 ,15808 ,02:14:54 
,  1 ,17009 ,02:24:50 
,  1 ,16823 ,02:34:45 
,  1 ,16566 ,02:44:40 
,  1 ,16408 ,02:54:36 
,  1 ,16563 ,03:04:31 
,  1 ,16881 ,03:14:27 
,  1 ,16793 ,03:24:22 
,  1 ,16862 ,03:34:17 
,  1 ,15410 ,03:44:13 
,  1 ,15130 ,03:54:08 
,  1 ,15134 ,04:04:03 
,  1 ,15394 ,04:13:59 
,  1 ,15644 ,04:23:54 
,  1 ,16808 ,04:33:50 
,  1 ,16038 ,04:43:45 
,  1 ,15883 ,04:53:40 
,  1 ,16057 ,05:03:36 
,  1 ,16330 ,05:13:31 
,  1 ,16735 ,05:23:27 
,  1 ,17794 ,05:33:22 
,  1 ,17280 ,05:43:17 
,  1 ,17555 ,05:53:13 
,  1 ,17730 ,06:03:08 
,  1 ,17589 ,06:13:03 
,  1 ,17571 ,06:22:59 
,  1 ,17769 ,06:32:54 
,  1 ,18170 ,06:42:49 
,  1 ,18942 ,06:52:45 
,  1 ,19574 ,07:02:40 
,  1 ,19924 ,07:12:36 
,  1 ,20030 ,07:22:31 
,  1 ,20287 ,07:32:26 
